DateFormatted,Globalstraling,Solskinstid,Lufttemperatur,Lufttrykk,Vindkast,Relativ luftfuktighet,hour,d_Friday,d_Monday,d_Saturday,d_Sunday,d_Thursday,d_Tuesday,d_Wednesday,month,weekend,public_holiday,raining,summer,winter,rush_hour,sleeptime,Vindretning_x,Vindretning_y,Total_trafikk
2023-01-02 05:00:00,-1.4000000000000001,0.0,-0.21666666666666667,1000.5333333333333,1.45,75.0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.9366721892483976,-0.35020738125946765,5.82
2023-01-02 06:00:00,-1.1500000000000001,0.0,-0.4666666666666666,1000.4333333333334,1.1500000000000001,75.5,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1621779231055672,-0.9867615321125792,20.688
2023-01-02 07:00:00,-1.4000000000000001,0.0,-0.21666666666666667,1000.4,1.9500000000000002,75.16666666666667,7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.8843094927823671,-0.46690118973396555,93.18
2023-01-02 08:00:00,-0.1333333333333334,0.0,-0.5499999999999999,1000.4333333333334,1.3,76.66666666666667,8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.6538608952570699,0.7566147828674926,120.212
2023-01-02 09:00:00,10.5,0.0,-0.9500000000000001,1000.6666666666666,0.75,80.0,9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.049430843352085925,0.9987775486691226,44.548
2023-01-02 10:00:00,28.650000000000002,0.0,-0.8166666666666668,1000.7000000000002,0.85,81.66666666666667,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.239098400201354,-0.970995342430206,19.072
2023-01-02 11:00:00,45.1,0.0,-0.5833333333333334,1000.6666666666666,0.9,80.16666666666667,11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.6202354912682604,0.7844156649195755,17.028
2023-01-02 12:00:00,32.86666666666667,0.0,-0.43333333333333335,1000.5666666666666,1.3,79.33333333333333,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.5640065580500142,0.8257703085462542,19.2
2023-01-02 13:00:00,16.73333333333333,0.0,-0.3666666666666667,1000.6333333333333,1.3,77.66666666666667,13,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.9961946980917455,-0.08715574274765794,18.364
2023-01-02 14:00:00,5.983333333333333,0.0,-0.8166666666666668,1000.8333333333334,1.2,80.83333333333333,14,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.7951207964948476,0.6064510853988136,30.66
2023-01-02 15:00:00,-0.6666666666666666,0.0,-1.1833333333333333,1001.0666666666666,1.45,83.0,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.7880107536067219,0.6156614753256584,101.784
2023-01-02 16:00:00,-1.3666666666666665,0.0,-1.3666666666666665,1001.4,0.7000000000000001,83.33333333333333,16,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.9994881171794909,-0.03199224307541263,139.192
2023-01-02 17:00:00,-1.0833333333333333,0.0,-1.5666666666666667,1001.8333333333334,0.5,84.66666666666667,17,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.8962285103138634,-0.4435926704766359,61.104
2023-01-02 18:00:00,-1.05,0.0,-1.8666666666666665,1002.1833333333334,0.9500000000000001,85.16666666666667,18,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.723368962631708,0.6904616889452496,31.784
2023-01-02 19:00:00,-0.8833333333333333,0.0,-1.883333333333333,1002.9333333333334,0.85,86.83333333333333,19,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.6534206039901055,0.7569950556517564,26.272
2023-01-02 20:00:00,-1.0333333333333334,0.0,-2.0500000000000003,1003.5,0.9,87.0,20,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.7826081568524139,0.6225146366376196,14.716
2023-01-02 21:00:00,-0.7833333333333333,0.0,-2.04,1004.2666666666668,0.9500000000000001,87.0,21,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.7986355100472929,0.6018150231520482,12.188
2023-01-02 22:00:00,-0.9166666666666666,0.0,-2.4,1004.8833333333333,1.7000000000000002,87.0,22,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.9925461516413221,-0.12186934340514731,11.192
2023-01-02 23:00:00,-1.0666666666666667,0.0,-2.4,1005.6166666666667,0.85,87.16666666666667,23,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.8883502507930041,0.4591664533870117,4.904
2023-01-03 00:00:00,-0.9833333333333334,0.0,-2.216666666666667,1006.1999999999999,1.3,87.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-0.7679109928687885,0.6405565603686153,1.604
2023-01-03 01:00:00,-1.04,0.0,-2.2666666666666666,1006.7833333333333,1.9000000000000001,85.5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-0.7489557207890022,0.6626200482157374,0.384
2023-01-03 02:00:00,-0.2333333333333333,0.0,-2.1333333333333333,1007.4833333333332,1.3,84.83333333333333,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-0.7836934573258397,0.6211477802783105,0.168
2023-01-03 03:00:00,0.43333333333333335,0.0,-1.25,1007.6999999999999,1.6500000000000001,82.33333333333333,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-0.8962285103138633,0.44359267047663614,0.116
2023-01-03 04:00:00,0.13333333333333333,0.0,-1.0833333333333333,1007.9,1.0999999999999999,81.83333333333333,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-0.9426414910921784,-0.33380685923377096,1.192
2023-01-03 05:00:00,0.16666666666666666,0.0,-0.3333333333333333,1008.2333333333332,1.75,79.83333333333333,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-0.7091606769114436,0.7050469022146706,5.824
2023-01-03 06:00:00,0.18333333333333335,0.0,0.9,1008.6333333333333,2.15,75.33333333333333,6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.07555885289920806,0.9971413439169774,24.112
2023-01-03 07:00:00,0.033333333333333326,0.0,1.4166666666666667,1009.2166666666667,2.8000000000000003,74.0,7,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,-0.9986295347545738,0.05233595624294381,113.328
2023-01-03 08:00:00,1.3499999999999999,0.0,2.3333333333333335,1009.65,5.05,73.0,8,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,-0.8055837265729994,0.5924819486539308,156.508
2023-01-03 09:00:00,24.916666666666668,0.0,2.8166666666666664,1010.0166666666668,6.3500000000000005,72.16666666666667,9,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,-0.820817042493067,0.5711911963195289,56.908
2023-01-03 10:00:00,50.083333333333336,2.8833333333333333,3.0,1010.3666666666667,6.1000000000000005,73.66666666666667,10,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.8124228799575293,0.5830686615841345,28.012
2023-01-03 11:00:00,49.300000000000004,1.3833333333333335,3.3666666666666667,1010.5,6.5,70.33333333333333,11,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.8660254037844387,0.49999999999999994,28.984
2023-01-03 12:00:00,45.050000000000004,0.0,3.6999999999999997,1010.1999999999999,5.55,69.33333333333333,12,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.9579895123154889,0.2868032327110902,25.944
2023-01-03 13:00:00,29.183333333333334,0.0,3.783333333333333,1009.9,4.8999999999999995,70.33333333333333,13,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.9999957692054863,-0.002908877984361779,22.98
2023-01-03 14:00:00,8.683333333333334,0.0,4.083333333333333,1009.4499999999999,6.1499999999999995,69.6,14,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.9510565162951535,0.3090169943749475,43.452
2023-01-03 15:00:00,1.25,0.0,4.433333333333333,1008.9,7.099999999999999,69.0,15,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,-0.8689196135908301,0.4949532352830542,131.32
2023-01-03 16:00:00,0.03333333333333333,0.0,4.516666666666667,1008.4666666666667,10.733333333333334,68.33333333333333,16,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,-0.7880107536067219,0.6156614753256584,169.848
2023-01-03 17:00:00,-0.13333333333333333,0.0,4.333333333333333,1007.9499999999999,10.866666666666667,67.83333333333333,17,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,-0.7132504491541815,0.700909264299851,72.056
2023-01-03 18:00:00,0.3,0.0,4.416666666666667,1007.0166666666668,9.866666666666667,63.833333333333336,18,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.7844156649195757,0.6202354912682602,45.82
2023-01-03 19:00:00,0.8166666666666668,0.0,4.916666666666667,1006.1,9.716666666666667,58.0,19,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.7273736415730484,0.6862416378687339,37.792
2023-01-03 20:00:00,1.2166666666666668,0.0,5.25,1005.2666666666668,8.299999999999999,50.166666666666664,20,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.7844156649195757,0.6202354912682602,25.32
2023-01-03 21:00:00,1.2833333333333334,0.0,5.8500000000000005,1004.0,10.416666666666666,48.333333333333336,21,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.6494480483301835,0.760405965600031,20.148
2023-01-03 22:00:00,0.16666666666666666,0.0,5.0,1002.8333333333334,10.65,58.833333333333336,22,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-0.6360782202777641,0.7716245833877199,14.528
2023-01-03 23:00:00,0.4666666666666666,0.0,5.633333333333333,1000.9666666666667,12.066666666666668,61.5,23,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-0.6405565603686152,0.7679109928687886,6.872
2023-01-04 00:00:00,0.65,0.0,6.6499999999999995,999.5,10.433333333333334,56.833333333333336,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-0.6712894930267832,0.7411952620948439,2.24
2023-01-04 01:00:00,0.3666666666666667,0.0,7.166666666666667,998.1,9.383333333333333,53.333333333333336,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-0.6841228933489998,0.7293667573969854,0.916
2023-01-04 02:00:00,0.11666666666666665,0.0,7.283333333333334,996.7166666666667,11.316666666666665,54.833333333333336,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-0.5971585917027864,0.8021231927550436,0.904
2023-01-04 03:00:00,-0.3833333333333333,0.0,7.1000000000000005,995.15,11.366666666666667,58.5,3,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,-0.5783323361679865,0.815801268044172,0.788
2023-01-04 04:00:00,-0.7166666666666667,0.0,6.516666666666667,993.4833333333332,12.016666666666666,63.5,4,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,-0.492423560103467,0.8703556959398997,0.928
2023-01-04 05:00:00,-0.6666666666666666,0.0,6.933333333333334,991.8833333333333,10.383333333333333,58.0,5,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,-0.30901699437494734,0.9510565162951536,6.808
2023-01-04 06:00:00,-1.1500000000000001,0.0,6.7,990.8833333333333,8.866666666666667,55.666666666666664,6,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,-0.295152241609094,0.9554502364190021,30.272
2023-01-04 07:00:00,-1.2833333333333334,0.0,5.966666666666666,989.4499999999999,10.75,58.833333333333336,7,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,-0.21359877226523996,0.976921473040071,130.3
2023-01-04 08:00:00,0.48333333333333334,0.0,4.666666666666667,988.1666666666666,13.216666666666667,70.0,8,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,-0.16791589205077712,0.9858013254184597,133.524
2023-01-04 09:00:00,1.6666666666666667,0.0,4.0,987.0500000000001,15.9,74.83333333333333,9,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,-0.02326895637405622,0.9997292411794617,48.076
2023-01-04 10:00:00,2.2333333333333334,0.0,3.233333333333333,986.1833333333334,18.2,78.5,10,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.13629194316349433,0.990668716690256,22.284
2023-01-04 11:00:00,4.433333333333334,0.0,3.533333333333333,985.1999999999999,19.099999999999998,75.83333333333333,11,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.07555885289920795,0.9971413439169774,19.844
2023-01-04 12:00:00,10.82,0.0,4.833333333333333,984.5500000000001,14.65,66.83333333333333,12,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,-0.011635265801397043,0.9999323080037622,18.084
2023-01-04 13:00:00,23.433333333333334,0.0,5.5,984.2333333333332,12.75,58.5,13,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.09584575252022406,0.9953961983671787,24.728
2023-01-04 14:00:00,12.683333333333332,0.0,5.3500000000000005,984.15,14.799999999999999,55.333333333333336,14,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.30070579950427306,0.9537169507482269,47.076
2023-01-04 15:00:00,1.0666666666666667,0.0,5.25,984.5500000000001,15.6,55.0,15,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0.3719079438303866,0.9282696167148067,135.9
2023-01-04 16:00:00,0.6,0.0,5.05,985.2833333333333,16.150000000000002,54.666666666666664,16,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0.3283171752135611,0.9445675372676047,160.38
2023-01-04 17:00:00,0.19999999999999998,0.0,4.483333333333333,986.7666666666668,11.9,56.333333333333336,17,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0.4331347858669631,0.9013291614454622,77.236
2023-01-04 18:00:00,0.06666666666666667,0.0,3.3833333333333333,988.4499999999999,10.783333333333333,60.333333333333336,18,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.23627288165064134,0.9716867424208803,44.42
2023-01-04 19:00:00,-0.48333333333333334,0.0,2.1,989.65,11.616666666666667,74.16666666666667,19,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.30901699437494745,0.9510565162951535,27.676
2023-01-04 20:00:00,0.016666666666666666,0.0,1.7333333333333334,990.9833333333332,6.3999999999999995,79.66666666666667,20,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,-0.1908089953765448,0.981627183447664,20.292
2023-01-04 21:00:00,-0.09999999999999999,0.0,1.55,992.0833333333334,2.65,83.16666666666667,21,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,-0.7527979915357483,-0.6582516114220636,18.368
2023-01-04 22:00:00,-0.3833333333333333,0.0,1.3333333333333333,993.3000000000001,2.35,86.66666666666667,22,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0.534844012333664,-0.8449508165987104,11.02
2023-01-04 23:00:00,-0.5166666666666667,0.0,0.6833333333333332,994.6333333333333,1.9000000000000001,89.0,23,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,-0.888350250793004,-0.45916645338701184,4.296
2023-01-05 00:00:00,-0.3,0.0,0.5333333333333333,995.6999999999999,0.9500000000000001,89.66666666666667,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,-0.6669660577827362,0.7450881006738437,2.276
2023-01-05 01:00:00,-0.19999999999999998,0.0,0.4166666666666667,996.8666666666667,1.3499999999999999,90.66666666666667,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-0.9356495158395315,-0.3529305647138687,0.94
2023-01-05 02:00:00,-0.10000000000000002,0.0,0.16666666666666666,997.7333333333332,1.5,92.0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-0.679868055986157,0.7333344574268986,0.464
2023-01-05 03:00:00,-0.10000000000000002,0.0,-0.13333333333333333,998.75,1.5,92.0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-0.5150380749100543,0.8571673007021123,0.448
2023-01-05 04:00:00,-0.15,0.0,-0.11666666666666668,999.3833333333333,1.6500000000000001,93.0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-0.38805183908345275,0.9216375481630239,0.768
2023-01-05 05:00:00,-0.08333333333333333,0.0,0.3833333333333333,1000.15,1.4000000000000001,93.0,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-0.587785252292473,0.8090169943749475,5.208
2023-01-05 06:00:00,-0.05000000000000001,0.0,0.5499999999999999,1000.9,2.35,92.33333333333333,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.7968815247130533,0.6041356102490562,22.176
2023-01-05 07:00:00,-0.09999999999999999,0.0,0.7833333333333333,1001.3833333333333,3.6999999999999997,90.5,7,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,-0.36108210491341436,0.932534028071522,104.676
2023-01-05 08:00:00,1.1333333333333335,0.0,1.7333333333333334,1001.7833333333333,6.0,79.33333333333333,8,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,-0.8038568606172173,0.5948227867513413,151.6
2023-01-05 09:00:00,7.6499999999999995,0.0,1.6166666666666665,1002.5166666666668,6.95,74.16666666666667,9,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,-0.8586618571206129,0.5125425007998654,52.628
2023-01-05 10:00:00,19.75,0.0,1.9166666666666667,1003.0,7.816666666666666,74.5,10,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.8760262588340786,0.4822634071056688,24.836
2023-01-05 11:00:00,25.983333333333334,0.0,1.6666666666666667,1003.2166666666667,10.266666666666666,76.33333333333333,11,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.9436085063935835,0.33106341788495836,19.664
2023-01-05 12:00:00,17.883333333333333,0.0,1.0833333333333333,1003.5666666666666,9.733333333333333,81.66666666666667,12,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.9282696167148066,0.37190794383038683,19.828
2023-01-05 13:00:00,22.316666666666666,0.0,1.1833333333333333,1003.6500000000001,9.549999999999999,85.33333333333333,13,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.8962285103138633,0.44359267047663614,20.188
2023-01-05 14:00:00,9.483333333333333,0.0,1.2,1003.75,9.049999999999999,86.16666666666667,14,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.8815782217958233,0.4720379633623912,31.892
2023-01-05 15:00:00,0.5,0.0,1.0999999999999999,1003.8666666666667,9.4,88.83333333333333,15,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,-0.8689196135908301,0.4949532352830542,97.64
2023-01-05 16:00:00,0.0,0.0,1.2833333333333334,1003.65,8.85,90.33333333333333,16,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,-0.8774253979545821,0.479713113250246,119.064
2023-01-05 17:00:00,0.11666666666666668,0.0,1.6333333333333335,1003.5666666666666,9.166666666666666,90.16666666666667,17,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,-0.885663910042306,0.46432686595605693,61.892
2023-01-05 18:00:00,-0.03333333333333333,0.0,1.75,1003.6500000000001,7.6499999999999995,89.16666666666667,18,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.8402513082009655,0.5421971404079572,34.84
2023-01-05 19:00:00,0.0,0.0,1.8,1003.4000000000001,7.7,88.0,19,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.8465030377579761,0.5323838906902786,29.316
2023-01-05 20:00:00,0.35000000000000003,0.0,2.65,1002.5333333333333,9.9,84.0,20,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.8402513082009655,0.5421971404079572,20.316
2023-01-05 21:00:00,0.9833333333333334,0.0,3.5,1001.5166666666668,12.466666666666667,73.66666666666667,21,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-0.7753120572814659,0.6315783513024975,17.98
2023-01-05 22:00:00,1.4833333333333334,0.0,3.983333333333333,1000.4166666666666,15.200000000000001,67.16666666666667,22,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-0.7604059656000309,0.6494480483301838,14.444
2023-01-05 23:00:00,1.0,0.0,3.85,998.9,16.150000000000002,66.66666666666667,23,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-0.7273736415730484,0.6862416378687339,7.684
2023-01-06 00:00:00,0.25,0.0,2.716666666666667,997.7666666666668,15.9,74.83333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.7253743710122876,0.6883545756937539,1.812
2023-01-06 01:00:00,0.21666666666666667,0.0,1.9666666666666668,995.65,13.200000000000001,82.5,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-0.7112085720101374,0.7029810574256615,1.624
2023-01-06 02:00:00,0.5333333333333333,0.0,2.85,993.3000000000001,14.35,81.33333333333333,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-0.679868055986157,0.7333344574268986,1.036
2023-01-06 03:00:00,0.6666666666666666,0.0,3.5,991.1333333333333,17.099999999999998,79.0,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-0.7641714114159132,0.6450132199998782,1.056
2023-01-06 04:00:00,0.65,0.0,3.6333333333333333,989.65,17.55,78.83333333333333,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-0.747025071240996,0.6647958656139378,1.24
